START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
"Friday, July 15, 2016","Friday, July 15, 2016",Personal,Banner Elk,Elk Park,22.4,
"Friday, July 15, 2016","Friday, July 15, 2016",Personal,Elk Park,Banner Elk,12.2,
"Friday, July 15, 2016","Friday, July 15, 2016",Personal,Banner Elk,Banner Elk,4.5,
"Saturday, July 16, 2016","Saturday, July 16, 2016",Personal,Banner Elk,Newland,28.1,
"Saturday, July 16, 2016","Saturday, July 16, 2016",Personal,Newland,Newland,3.8,
"Saturday, July 16, 2016","Saturday, July 16, 2016",Personal,Newland,Boone,41.9,
"Saturday, July 16, 2016","Saturday, July 16, 2016",Personal,Boone,Banner Elk,23.8,
"Saturday, July 16, 2016","Saturday, July 16, 2016",Personal,Banner Elk,Banner Elk,13,
"Saturday, July 16, 2016","Saturday, July 16, 2016",Business,Banner Elk,Banner Elk,4.4,Errand/Supplies
"Sunday, July 17, 2016","Sunday, July 17, 2016",Personal,Banner Elk,Boone,15.1,Charity ($)
"Sunday, July 17, 2016","Sunday, July 17, 2016",Personal,Boone,Cary,180.2,Commute
"Monday, July 18, 2016","Monday, July 18, 2016",Personal,Cary,Morrisville,4.1,Moving
"Monday, July 18, 2016","Monday, July 18, 2016",Personal,Morrisville,Cary,6.1,Moving
"Monday, July 18, 2016","Monday, July 18, 2016",Personal,Northwoods,Preston,3.3,Moving
"Monday, July 18, 2016","Monday, July 18, 2016",Personal,Preston,Whitebridge,4.7,Moving
"Monday, July 18, 2016","Monday, July 18, 2016",Business,Cary,Apex,7.2,Meeting
"Monday, July 18, 2016","Monday, July 18, 2016",Business,Apex,Cary,5.5,Meal/Entertain
"Monday, July 18, 2016","Monday, July 18, 2016",Business,Cary,Morrisville,3.3,Meal/Entertain
"Monday, July 18, 2016","Monday, July 18, 2016",Business,Hazelwood,Weston,0.9,Errand/Supplies
"Monday, July 18, 2016","Monday, July 18, 2016",Business,Morrisville,Cary,3.8,Meal/Entertain
"Tuesday, July 19, 2016","Tuesday, July 19, 2016",Business,Whitebridge,Stonewater,6.4,Customer Visit
"Tuesday, July 19, 2016","Tuesday, July 19, 2016",Business,Stonewater,Lexington Park at Amberly,3,Meeting
"Tuesday, July 19, 2016","Tuesday, July 19, 2016",Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain
"Tuesday, July 19, 2016","Tuesday, July 19, 2016",Business,Whitebridge,Chessington,3.9,Errand/Supplies
"Tuesday, July 19, 2016","Tuesday, July 19, 2016",Personal,Chessington,Whitebridge,4.8,
"Wednesday, July 20, 2016","Wednesday, July 20, 2016",Personal,Whitebridge,Edgehill Farms,2.8,
"Wednesday, July 20, 2016","Wednesday, July 20, 2016",Personal,Edgehill Farms,Preston,1.4,
"Wednesday, July 20, 2016","Wednesday, July 20, 2016",Personal,Preston,Whitebridge,1.4,
"Thursday, July 21, 2016","Thursday, July 21, 2016",Business,Whitebridge,Edgehill Farms,2.7,
"Thursday, July 21, 2016","Thursday, July 21, 2016",Business,Edgehill Farms,Burtrose,2.3,
"Thursday, July 21, 2016","Thursday, July 21, 2016",Business,Cary,Morrisville,3.7,
"Thursday, July 21, 2016","Thursday, July 21, 2016",Business,Morrisville,Cary,2.9,
"Friday, July 22, 2016","Friday, July 22, 2016",Business,Cary,Morrisville,3.8,
"Friday, July 22, 2016","Friday, July 22, 2016",Business,Morrisville,Cary,5.1,
"Friday, July 22, 2016","Friday, July 22, 2016",Business,Hazelwood,Lexington Park at Amberly,9.1,
"Friday, July 22, 2016","Friday, July 22, 2016",Business,Cary,Durham,8,
"Friday, July 22, 2016","Friday, July 22, 2016",Business,Durham,Cary,9.9,Meeting
"Friday, July 22, 2016","Friday, July 22, 2016",Business,Cary,Morrisville,6.1,Meal/Entertain
"Friday, July 22, 2016","Friday, July 22, 2016",Business,Morrisville,Cary,12.2,
"Friday, July 22, 2016","Friday, July 22, 2016",Business,Wayne Ridge,Whitebridge,8,
"Saturday, July 23, 2016","Saturday, July 23, 2016",Business,Cary,Morrisville,4,
"Saturday, July 23, 2016","Saturday, July 23, 2016",Business,Morrisville,Cary,9.5,
"Saturday, July 23, 2016","Saturday, July 23, 2016",Business,Cary,Morrisville,3,
"Saturday, July 23, 2016","Saturday, July 23, 2016",Business,Morrisville,Cary,6.3,
"Saturday, July 23, 2016","Saturday, July 23, 2016",Business,Cary,Durham,10.4,Meeting
"Saturday, July 23, 2016","Saturday, July 23, 2016",Business,Durham,Cary,9.9,Meeting
"Monday, July 25, 2016","Monday, July 25, 2016",Business,Whitebridge,Parkway,1.5,
"Monday, July 25, 2016","Monday, July 25, 2016",Business,Cary,Morrisville,4.9,
"Monday, July 25, 2016","Monday, July 25, 2016",Business,Morrisville,Cary,7.9,
"Monday, July 25, 2016","Monday, July 25, 2016",Business,Parkway,Whitebridge,1.7,
"Tuesday, July 26, 2016","Tuesday, July 26, 2016",Business,Whitebridge,Westpark Place,2.2,
"Tuesday, July 26, 2016","Tuesday, July 26, 2016",Business,Westpark Place,Whitebridge,2.1,
"Tuesday, July 26, 2016","Tuesday, July 26, 2016",Business,Cary,Morrisville,2.5,Meal/Entertain
"Tuesday, July 26, 2016","Tuesday, July 26, 2016",Business,Morrisville,Cary,2.5,Meal/Entertain
"Wednesday, July 27, 2016","Wednesday, July 27, 2016",Business,Cary,Morrisville,2.8,
"Wednesday, July 27, 2016","Wednesday, July 27, 2016",Business,Morrisville,Raleigh,14.7,
"Wednesday, July 27, 2016","Wednesday, July 27, 2016",Business,Raleigh,Morrisville,14.6,
"Thursday, July 28, 2016","Thursday, July 28, 2016",Business,Morrisville,Cary,2.3,
"Friday, July 29, 2016","Friday, July 29, 2016",Business,Whitebridge,Westpark Place,2.2,
"Friday, July 29, 2016","Friday, July 29, 2016",Business,Westpark Place,Whitebridge,2.2,Meal/Entertain
"Saturday, July 30, 2016","Saturday, July 30, 2016",Business,Cary,Durham,14,
"Saturday, July 30, 2016","Saturday, July 30, 2016",Business,Durham,Cary,13.3,
"Sunday, July 31, 2016","Sunday, July 31, 2016",Business,Westpark Place,Whitebridge,1.8,
"Monday, August 1, 2016","Monday, August 1, 2016",Business,Whitebridge,Arlington Park at Amberly,6.2,
"Monday, August 1, 2016","Monday, August 1, 2016",Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,
"Monday, August 1, 2016","Monday, August 1, 2016",Business,Lexington Park at Amberly,Westpark Place,1.9,
"Monday, August 1, 2016","Monday, August 1, 2016",Business,Cary,Apex,6.9,
"Monday, August 1, 2016","Monday, August 1, 2016",Business,Apex,Cary,4.6,
"Monday, August 1, 2016","Monday, August 1, 2016",Business,Whitebridge,Edgehill Farms,2.8,
"Monday, August 1, 2016","Monday, August 1, 2016",Business,Cary,Morrisville,9.1,
"Monday, August 1, 2016","Monday, August 1, 2016",Business,Morrisville,Cary,8.1,
"Tuesday, August 2, 2016","Tuesday, August 2, 2016",Business,Cary,Morrisville,8.4,Meeting
"Tuesday, August 2, 2016","Tuesday, August 2, 2016",Business,Arlington,Washington,4.9,
"Tuesday, August 2, 2016","Tuesday, August 2, 2016",Business,Kalorama Triangle,K Street,1,
"Tuesday, August 2, 2016","Tuesday, August 2, 2016",Business,K Street,Kalorama Triangle,1,
"Wednesday, August 3, 2016","Wednesday, August 3, 2016",Business,West End,Northwest Rectangle,2,
"Wednesday, August 3, 2016","Wednesday, August 3, 2016",Business,K Street,Kalorama Triangle,1.1,
"Wednesday, August 3, 2016","Wednesday, August 3, 2016",Business,Kalorama Triangle,Downtown,1.5,
"Friday, August 5, 2016","Friday, August 5, 2016",Business,Connecticut Avenue,Kalorama Triangle,1.3,
"Friday, August 5, 2016","Friday, August 5, 2016",Business,Kalorama Triangle,Columbia Heights,1.8,
"Friday, August 5, 2016","Friday, August 5, 2016",Business,Columbia Heights,Kalorama Triangle,1.5,
"Saturday, August 6, 2016","Saturday, August 6, 2016",Business,Washington,Arlington,6.6,
"Saturday, August 6, 2016","Saturday, August 6, 2016",Business,Morrisville,Cary,8,
"Sunday, August 7, 2016","Sunday, August 7, 2016",Business,Whitebridge,Edgehill Farms,2.7,
"Sunday, August 7, 2016","Sunday, August 7, 2016",Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
"Sunday, August 7, 2016","Sunday, August 7, 2016",Business,Cary,Morrisville,2.5,
"Sunday, August 7, 2016","Sunday, August 7, 2016",Business,Morrisville,Cary,2.5,Meal/Entertain
"Monday, August 8, 2016","Monday, August 8, 2016",Business,Whitebridge,Farmington Woods,5.2,
"Monday, August 8, 2016","Monday, August 8, 2016",Business,Farmington Woods,Edgehill Farms,4,
"Monday, August 8, 2016","Monday, August 8, 2016",Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
"Monday, August 8, 2016","Monday, August 8, 2016",Business,Cary,Morrisville,4.8,
"Monday, August 8, 2016","Monday, August 8, 2016",Business,Morrisville,Cary,3.2,Customer Visit
"Tuesday, August 9, 2016","Tuesday, August 9, 2016",Business,Whitebridge,Waverly Place,6.9,
"Tuesday, August 9, 2016","Tuesday, August 9, 2016",Business,Cary,Raleigh,14.9,
"Tuesday, August 9, 2016","Tuesday, August 9, 2016",Business,Raleigh,Cary,17.4,
"Wednesday, August 10, 2016","Wednesday, August 10, 2016",Business,Cary,Durham,12.9,
"Wednesday, August 10, 2016","Wednesday, August 10, 2016",Business,Durham,Apex,15.3,
"Wednesday, August 10, 2016","Wednesday, August 10, 2016",Business,Apex,Apex,1,
"Wednesday, August 10, 2016","Wednesday, August 10, 2016",Business,Apex,Cary,6,
"Thursday, August 11, 2016","Thursday, August 11, 2016",Business,Whitebridge,Heritage Pines,2.2,
"Thursday, August 11, 2016","Thursday, August 11, 2016",Business,Heritage Pines,Edgehill Farms,4.4,
"Thursday, August 11, 2016","Thursday, August 11, 2016",Business,Edgehill Farms,Whitebridge,2.8,
"Thursday, August 11, 2016","Thursday, August 11, 2016",Business,Cary,Wake Forest,31.7,
"Thursday, August 11, 2016","Thursday, August 11, 2016",Business,Wake Forest,Cary,31.9,
"Friday, August 12, 2016","Friday, August 12, 2016",Business,Whitebridge,Westpark Place,1.9,
"Friday, August 12, 2016","Friday, August 12, 2016",Business,Westpark Place,Whitebridge,1.8,
"Saturday, August 13, 2016","Saturday, August 13, 2016",Business,Cary,Morrisville,8.4,Meeting
"Monday, August 15, 2016","Monday, August 15, 2016",Business,R?walpindi,Unknown Location,15.6,
"Monday, August 15, 2016","Monday, August 15, 2016",Business,Unknown Location,Unknown Location,14.1,
"Monday, August 15, 2016","Monday, August 15, 2016",Business,Unknown Location,Unknown Location,15.7,
"Monday, August 15, 2016","Monday, August 15, 2016",Business,Unknown Location,Unknown Location,25.9,Temporary Site
"Tuesday, August 16, 2016","Tuesday, August 16, 2016",Business,Unknown Location,Unknown Location,7.9,
"Tuesday, August 16, 2016","Tuesday, August 16, 2016",Business,Unknown Location,Unknown Location,2.7,
"Tuesday, August 16, 2016","Tuesday, August 16, 2016",Business,Unknown Location,Unknown Location,5.5,
"Tuesday, August 16, 2016","Tuesday, August 16, 2016",Business,Unknown Location,Islamabad,5.7,
"Tuesday, August 16, 2016","Tuesday, August 16, 2016",Business,Islamabad,Islamabad,1.2,
"Tuesday, August 16, 2016","Tuesday, August 16, 2016",Business,Islamabad,Unknown Location,5.7,Temporary Site
"Tuesday, August 16, 2016","Tuesday, August 16, 2016",Business,Unknown Location,Unknown Location,16.2,
"Wednesday, August 17, 2016","Wednesday, August 17, 2016",Business,Unknown Location,Unknown Location,2.6,
"Wednesday, August 17, 2016","Wednesday, August 17, 2016",Business,Unknown Location,Unknown Location,12.1,
"Wednesday, August 17, 2016","Wednesday, August 17, 2016",Business,Unknown Location,R?walpindi,1.4,
"Wednesday, August 17, 2016","Wednesday, August 17, 2016",Business,R?walpindi,Islamabad,6.4,
"Wednesday, August 17, 2016","Wednesday, August 17, 2016",Business,Islamabad,Unknown Location,7.3,
"Wednesday, August 17, 2016","Wednesday, August 17, 2016",Business,Unknown Location,Unknown Location,5.3,
"Wednesday, August 17, 2016","Wednesday, August 17, 2016",Business,Unknown Location,Unknown Location,5.5,
"Wednesday, August 17, 2016","Wednesday, August 17, 2016",Business,Unknown Location,Unknown Location,7.7,Temporary Site
"Thursday, August 18, 2016","Thursday, August 18, 2016",Business,Unknown Location,Unknown Location,7.6,Temporary Site
"Friday, August 19, 2016","Friday, August 19, 2016",Business,Unknown Location,Noorpur Shahan,7.6,
"Friday, August 19, 2016","Friday, August 19, 2016",Business,Noorpur Shahan,Islamabad,3.3,
"Friday, August 19, 2016","Friday, August 19, 2016",Business,Islamabad,R?walpindi,6.5,
"Friday, August 19, 2016","Friday, August 19, 2016",Business,R?walpindi,Unknown Location,2,
"Friday, August 19, 2016","Friday, August 19, 2016",Business,Unknown Location,Islamabad,5.7,
"Friday, August 19, 2016","Friday, August 19, 2016",Business,Islamabad,Islamabad,3.2,
"Friday, August 19, 2016","Friday, August 19, 2016",Business,Islamabad,Unknown Location,12.5,
"Sunday, August 21, 2016","Sunday, August 21, 2016",Business,Unknown Location,Unknown Location,7.6,Airport/Travel
"Sunday, August 21, 2016","Sunday, August 21, 2016",Business,Unknown Location,Unknown Location,7.7,
"Sunday, August 21, 2016","Sunday, August 21, 2016",Business,Unknown Location,Islamabad,12.2,
"Sunday, August 21, 2016","Sunday, August 21, 2016",Business,Islamabad,Islamabad,1.4,
"Sunday, August 21, 2016","Sunday, August 21, 2016",Business,Islamabad,Unknown Location,20.2,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,Unknown Location,Islamabad,9.8,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,Islamabad,Unknown Location,6.3,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,Unknown Location,Islamabad,4.9,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,Islamabad,Islamabad,1.5,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,Islamabad,Unknown Location,10.9,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,Unknown Location,Unknown Location,19,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,Unknown Location,Unknown Location,19,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,Unknown Location,R?walpindi,7.9,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,R?walpindi,R?walpindi,4.1,
"Monday, August 22, 2016","Monday, August 22, 2016",Business,R?walpindi,Unknown Location,18.7,
"Tuesday, August 23, 2016","Tuesday, August 23, 2016",Business,Unknown Location,Noorpur Shahan,8.7,
"Tuesday, August 23, 2016","Tuesday, August 23, 2016",Business,Noorpur Shahan,Unknown Location,7.5,
"Tuesday, August 23, 2016","Tuesday, August 23, 2016",Business,Unknown Location,Noorpur Shahan,7.7,
"Tuesday, August 23, 2016","Tuesday, August 23, 2016",Business,Noorpur Shahan,Islamabad,4.4,
"Tuesday, August 23, 2016","Tuesday, August 23, 2016",Business,Islamabad,Unknown Location,5,
"Tuesday, August 23, 2016","Tuesday, August 23, 2016",Business,Unknown Location,Unknown Location,1.9,
"Tuesday, August 23, 2016","Tuesday, August 23, 2016",Business,Unknown Location,Unknown Location,7.9,
"Tuesday, August 23, 2016","Tuesday, August 23, 2016",Business,Unknown Location,Unknown Location,17.7,
"Wednesday, August 24, 2016","Wednesday, August 24, 2016",Business,Unknown Location,Unknown Location,25.2,
"Wednesday, August 24, 2016","Wednesday, August 24, 2016",Business,Unknown Location,Unknown Location,96.2,
"Thursday, August 25, 2016","Thursday, August 25, 2016",Business,Unknown Location,Unknown Location,35,
"Thursday, August 25, 2016","Thursday, August 25, 2016",Business,Unknown Location,Unknown Location,5.5,
"Thursday, August 25, 2016","Thursday, August 25, 2016",Business,Unknown Location,Unknown Location,50.4,
"Thursday, August 25, 2016","Thursday, August 25, 2016",Business,Unknown Location,Lahore,9.2,
"Thursday, August 25, 2016","Thursday, August 25, 2016",Business,Lahore,Unknown Location,7.3,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Unknown Location,Unknown Location,5,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Unknown Location,Unknown Location,3.8,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Unknown Location,Lahore,3.9,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Lahore,Lahore,7.4,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Lahore,Lahore,1.5,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Lahore,Unknown Location,7.9,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Unknown Location,Lahore,2.9,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Lahore,Lahore,3.4,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Lahore,Lahore,3.8,
"Friday, August 26, 2016","Friday, August 26, 2016",Business,Lahore,Unknown Location,5.9,
"Saturday, August 27, 2016","Saturday, August 27, 2016",Business,Unknown Location,Lahore,9.6,
"Saturday, August 27, 2016","Saturday, August 27, 2016",Business,Lahore,Lahore,7,
"Saturday, August 27, 2016","Saturday, August 27, 2016",Business,Lahore,Lahore,0.9,
"Saturday, August 27, 2016","Saturday, August 27, 2016",Business,Lahore,Unknown Location,86.6,
"Saturday, August 27, 2016","Saturday, August 27, 2016",Business,Unknown Location,Unknown Location,156.9,
"Sunday, August 28, 2016","Sunday, August 28, 2016",Business,Unknown Location,Noorpur Shahan,10.1,
"Sunday, August 28, 2016","Sunday, August 28, 2016",Business,Noorpur Shahan,Islamabad,6.2,
"Sunday, August 28, 2016","Sunday, August 28, 2016",Business,Islamabad,Islamabad,5.3,
"Sunday, August 28, 2016","Sunday, August 28, 2016",Business,Islamabad,Unknown Location,12.1,
"Monday, August 29, 2016","Monday, August 29, 2016",Business,Unknown Location,Islamabad,10.8,
"Monday, August 29, 2016","Monday, August 29, 2016",Business,Islamabad,Islamabad,4.3,
"Monday, August 29, 2016","Monday, August 29, 2016",Business,Islamabad,Islamabad,2.5,
"Monday, August 29, 2016","Monday, August 29, 2016",Business,Islamabad,Unknown Location,5.7,Temporary Site
"Monday, August 29, 2016","Monday, August 29, 2016",Business,Unknown Location,Islamabad,2.8,
"Monday, August 29, 2016","Monday, August 29, 2016",Business,Islamabad,Unknown Location,4,
"Monday, August 29, 2016","Monday, August 29, 2016",Business,Unknown Location,Islamabad,5.5,
"Monday, August 29, 2016","Monday, August 29, 2016",Business,Islamabad,Islamabad,2.6,
"Tuesday, August 30, 2016","Tuesday, August 30, 2016",Business,Unknown Location,Unknown Location,2.1,
"Tuesday, August 30, 2016","Tuesday, August 30, 2016",Business,Unknown Location,Islamabad,8.8,
"Tuesday, August 30, 2016","Tuesday, August 30, 2016",Business,Islamabad,Islamabad,4.4,
"Tuesday, August 30, 2016","Tuesday, August 30, 2016",Business,Islamabad,Unknown Location,5.3,
"Tuesday, August 30, 2016","Tuesday, August 30, 2016",Business,Unknown Location,Unknown Location,13,
"Thursday, September 1, 2016","Thursday, September 1, 2016",Business,Unknown Location,Islamabad,13,
"Thursday, September 1, 2016","Thursday, September 1, 2016",Business,Islamabad,Unknown Location,10.6,
"Thursday, September 1, 2016","Thursday, September 1, 2016",Business,Unknown Location,Unknown Location,2.2,
"Friday, September 2, 2016","Friday, September 2, 2016",Business,Unknown Location,Islamabad,9.2,
"Friday, September 2, 2016","Friday, September 2, 2016",Business,Unknown Location,Unknown Location,12.9,
"Monday, September 5, 2016","Monday, September 5, 2016",Business,Unknown Location,R?walpindi,17.2,
"Tuesday, September 6, 2016","Tuesday, September 6, 2016",Business,Unknown Location,Unknown Location,69.1,
"Saturday, September 10, 2016","Saturday, September 10, 2016",Business,Unknown Location,Unknown Location,2.8,
"Sunday, September 11, 2016","Sunday, September 11, 2016",Business,Unknown Location,Unknown Location,8.6,
"Sunday, September 11, 2016","Sunday, September 11, 2016",Business,Unknown Location,Unknown Location,9.8,
"Monday, September 12, 2016","Monday, September 12, 2016",Business,Unknown Location,Unknown Location,3.6,
"Monday, September 12, 2016","Monday, September 12, 2016",Business,Unknown Location,Unknown Location,1.7,
"Monday, September 12, 2016","Monday, September 12, 2016",Business,Unknown Location,Unknown Location,11.5,
"Tuesday, September 13, 2016","Tuesday, September 13, 2016",Business,Unknown Location,Unknown Location,0.7,
"Wednesday, September 14, 2016","Wednesday, September 14, 2016",Business,Unknown Location,Unknown Location,0.7,
"Thursday, September 15, 2016","Thursday, September 15, 2016",Business,Unknown Location,Unknown Location,0.9,
"Friday, September 16, 2016","Friday, September 16, 2016",Business,Unknown Location,Unknown Location,1.6,
"Sunday, September 18, 2016","Sunday, September 18, 2016",Business,Unknown Location,Unknown Location,9.4,
"Monday, September 19, 2016","Monday, September 19, 2016",Business,R?walpindi,Unknown Location,18.2,
"Monday, September 19, 2016","Monday, September 19, 2016",Business,Unknown Location,Islamabad,10.5,
"Monday, September 19, 2016","Monday, September 19, 2016",Business,Islamabad,Unknown Location,5.7,
"Monday, September 19, 2016","Monday, September 19, 2016",Business,Unknown Location,Unknown Location,18,
"Monday, September 19, 2016","Monday, September 19, 2016",Business,Unknown Location,Islamabad,18.3,
"Tuesday, September 20, 2016","Tuesday, September 20, 2016",Business,Islamabad,Unknown Location,16.5,
"Tuesday, September 20, 2016","Tuesday, September 20, 2016",Business,Unknown Location,R?walpindi,9.6,
"Friday, September 23, 2016","Friday, September 23, 2016",Business,Karachi,Karachi,2.9,
"Saturday, September 24, 2016","Saturday, September 24, 2016",Business,Karachi,Unknown Location,8.2,
"Saturday, September 24, 2016","Saturday, September 24, 2016",Business,Unknown Location,Unknown Location,2.4,
"Tuesday, September 27, 2016","Tuesday, September 27, 2016",Business,Unknown Location,Unknown Location,5.8,
"Tuesday, September 27, 2016","Tuesday, September 27, 2016",Business,Lahore,Lahore,9.8,
"Tuesday, September 27, 2016","Tuesday, September 27, 2016",Business,Lahore,Unknown Location,7.3,
"Tuesday, September 27, 2016","Wednesday, September 28, 2016",Business,Unknown Location,Unknown Location,195.6,
"Wednesday, September 28, 2016","Wednesday, September 28, 2016",Business,Islamabad,Unknown Location,20.5,
"Thursday, September 29, 2016","Thursday, September 29, 2016",Business,Unknown Location,Islamabad,12.6,
"Friday, September 30, 2016","Friday, September 30, 2016",Business,Islamabad,Islamabad,37.7,
"Friday, September 30, 2016","Friday, September 30, 2016",Business,Islamabad,Unknown Location,16.7,
"Monday, October 3, 2016","Monday, October 3, 2016",Business,Unknown Location,Islamabad,10.5,
"Monday, October 3, 2016","Monday, October 3, 2016",Business,Islamabad,Islamabad,2.8,
"Monday, October 3, 2016","Monday, October 3, 2016",Business,Islamabad,Islamabad,1.6,
"Monday, October 3, 2016","Monday, October 3, 2016",Business,Islamabad,Unknown Location,12.7,
"Tuesday, October 4, 2016","Tuesday, October 4, 2016",Business,Unknown Location,Unknown Location,28.6,
"Tuesday, October 4, 2016","Tuesday, October 4, 2016",Business,Unknown Location,Unknown Location,15.1,
"Thursday, October 6, 2016","Thursday, October 6, 2016",Business,Unknown Location,R?walpindi,17.9,
"Thursday, October 6, 2016","Thursday, October 6, 2016",Business,R?walpindi,Unknown Location,112.6,
"Thursday, October 6, 2016","Thursday, October 6, 2016",Business,Unknown Location,Unknown Location,18.4,
"Thursday, October 6, 2016","Thursday, October 6, 2016",Business,Unknown Location,Unknown Location,13.8,
"Friday, October 7, 2016","Friday, October 7, 2016",Business,Unknown Location,Lahore,33.2,
"Friday, October 7, 2016","Friday, October 7, 2016",Business,Lahore,Lahore,2.6,
"Friday, October 7, 2016","Friday, October 7, 2016",Business,Lahore,Unknown Location,5.8,
"Friday, October 7, 2016","Friday, October 7, 2016",Business,Unknown Location,Lahore,8.3,
"Friday, October 7, 2016","Friday, October 7, 2016",Business,Lahore,Lahore,2.4,
"Friday, October 7, 2016","Friday, October 7, 2016",Business,Lahore,Lahore,3.1,
"Friday, October 7, 2016","Friday, October 7, 2016",Business,Lahore,Lahore,6.1,
"Saturday, October 8, 2016","Saturday, October 8, 2016",Business,Karachi,Karachi,3.6,
"Saturday, October 8, 2016","Saturday, October 8, 2016",Business,Karachi,Unknown Location,8,
"Sunday, October 9, 2016","Sunday, October 9, 2016",Business,Unknown Location,Unknown Location,7.7,Temporary Site
"Monday, October 10, 2016","Monday, October 10, 2016",Business,Islamabad,Islamabad,1.7,
"Monday, October 10, 2016","Monday, October 10, 2016",Business,Islamabad,Unknown Location,9.5,
"Tuesday, October 11, 2016","Tuesday, October 11, 2016",Business,Unknown Location,R?walpindi,17.1,Meeting
"Wednesday, October 12, 2016","Wednesday, October 12, 2016",Business,R?walpindi,Unknown Location,18.4,
"Thursday, October 13, 2016","Thursday, October 13, 2016",Business,Unknown Location,Islamabad,9.8,
"Thursday, October 13, 2016","Thursday, October 13, 2016",Business,Islamabad,Islamabad,1,
"Thursday, October 13, 2016","Thursday, October 13, 2016",Business,Islamabad,Islamabad,0.7,
"Thursday, October 13, 2016","Thursday, October 13, 2016",Business,Islamabad,Islamabad,2.3,
"Thursday, October 13, 2016","Thursday, October 13, 2016",Business,Islamabad,Unknown Location,10.9,
"Friday, October 14, 2016","Friday, October 14, 2016",Business,Unknown Location,R?walpindi,12.7,
"Friday, October 14, 2016","Friday, October 14, 2016",Business,R?walpindi,Unknown Location,12.4,
"Friday, October 14, 2016","Friday, October 14, 2016",Business,Unknown Location,Unknown Location,3.8,
"Friday, October 14, 2016","Saturday, October 15, 2016",Business,Unknown Location,R?walpindi,17,Meeting
"Saturday, October 15, 2016","Saturday, October 15, 2016",Business,Morrisville,Morrisville,6.2,
"Sunday, October 16, 2016","Sunday, October 16, 2016",Business,Morrisville,Cary,3.1,
"Sunday, October 16, 2016","Sunday, October 16, 2016",Business,Cary,Durham,10.5,Meeting
"Sunday, October 16, 2016","Sunday, October 16, 2016",Business,Durham,Morrisville,8.1,
"Sunday, October 16, 2016","Sunday, October 16, 2016",Business,Morrisville,Cary,3.1,
"Sunday, October 16, 2016","Sunday, October 16, 2016",Business,Whitebridge,Parkway,2.1,Meeting
"Sunday, October 16, 2016","Sunday, October 16, 2016",Business,Cary,Morrisville,4.3,
"Sunday, October 16, 2016","Sunday, October 16, 2016",Business,Morrisville,Cary,2.5,Meal/Entertain
"Monday, October 17, 2016","Monday, October 17, 2016",Business,Cary,Raleigh,20.6,
"Monday, October 17, 2016","Monday, October 17, 2016",Business,Raleigh,Cary,17.6,
"Monday, October 17, 2016","Monday, October 17, 2016",Business,Cary,Apex,5.6,
"Monday, October 17, 2016","Monday, October 17, 2016",Business,Apex,Apex,3.3,
"Monday, October 17, 2016","Monday, October 17, 2016",Business,Apex,Cary,5.3,
"Tuesday, October 18, 2016","Tuesday, October 18, 2016",Business,Whitebridge,Edgehill Farms,3.3,
"Tuesday, October 18, 2016","Tuesday, October 18, 2016",Business,Edgehill Farms,Whitebridge,3.3,
"Tuesday, October 18, 2016","Tuesday, October 18, 2016",Business,Cary,Morrisville,7.9,Temporary Site
"Tuesday, October 18, 2016","Tuesday, October 18, 2016",Business,Oakland,Emeryville,13,
"Tuesday, October 18, 2016","Tuesday, October 18, 2016",Business,Emeryville,Berkeley,3,
"Tuesday, October 18, 2016","Tuesday, October 18, 2016",Business,Berkeley,Emeryville,3,
"Wednesday, October 19, 2016","Wednesday, October 19, 2016",Business,Emeryville,Oakland,3.8,
"Wednesday, October 19, 2016","Wednesday, October 19, 2016",Business,Oakland,San Francisco,9.5,
"Wednesday, October 19, 2016","Wednesday, October 19, 2016",Business,SOMISSPO,French Quarter,1.7,
"Wednesday, October 19, 2016","Wednesday, October 19, 2016",Business,San Francisco,Berkeley,10.8,
"Wednesday, October 19, 2016","Wednesday, October 19, 2016",Business,West Berkeley,North Berkeley Hills,4.1,
"Wednesday, October 19, 2016","Wednesday, October 19, 2016",Business,North Berkeley Hills,Southside,2.2,
